mouseNumber,wave,Batch,birthdate,sex,coat color,6 wk glu,6 wk ins,6 wk TG (triglicerides),10 wk glu,10 wk ins,10 wk TG,14 wk glu,14 wk ins,14 wk TG,GTT (glucose tolerance test) date,GTT (glucose tolerance test) weight (grams),sac date,sac wk glu,sac wk ins,sac wk TG
DO300,3,Batch8,2/25/2015,M,white,149.087331,0.778999221,120.103489,136.965,1.688975,111.442052,166.74265,4.1885,139.48881,6/29/2015,27.4,8/14/2015,152.781244,1.4727,93.06917
DO301,3,Batch9,2/25/2015,M,agouti,104.710122,0.432132901,55.058903,177.17265,0.861075,82.211262,120.277,3.0824,124.873415,7/1/2015,27.9,8/14/2015,130.553238,1.3128,90.563678
DO302,3,Batch7,2/25/2015,M,white,140.344055,1.24019876,111.944454,153.7573,1.366875,184.667031,123.406,1.3675,139.562812,7/1/2015,26.7,8/14/2015,117.174296,0.427566667,83.690504
DO303,3,Batch8,2/25/2015,M,agouti,129.008296,0.854132479,144.277002,142.7015,0.83895,140.006824,98.94765,1.5914,103.782845,7/1/2015,26.4,8/18/2015,185.280485,0.902733333,119.81699
DO304,3,Batch9,2/25/2015,M,white,147.765673,0.546399454,108.453146,140.4069,0.6585,172.974715,65.98885,1.054825,99.860739,7/1/2015,26,8/18/2015,131.659371,0.187633333,64.357586
DO305,3,Batch7,2/25/2015,M,agouti,154.170631,0.68999931,91.376096,157.5121,1.7545,130.386564,168.1507,3.6866,167.535568,7/1/2015,28.5,8/18/2015,114.171935,0.620733333,80.03384
DO306,3,Batch9,2/25/2015,M,agouti,140.344055,2.174097826,120.520928,149.11595,1.9596,157.98931,122.9888,1.955225,103.634841,7/1/2015,39.8,8/18/2015,191.706591,2.43225,181.743272
DO307,3,Batch8,2/25/2015,M,white,114.063394,0.596232737,208.8662,109.58625,1.02785,117.547217,118.66035,1.236375,94.162585,7/1/2015,25.1,8/20/2015,158.785966,0.5447,89.547938
DO308,3,Batch7,2/25/2015,M,agouti,106.184279,1.807631526,152.511935,151.61915,1.92075,139.85882,113.23675,2.21275,157.767304,7/1/2015,35.5,8/20/2015,130.658584,3.5539,110.84462
DO309,3,Batch8,2/25/2015,M,white,160.016426,0.856399144,84.583225,149.8982,1.101725,111.849063,115.6878,0.757075,84.098313,7/1/2015,28.8,8/20/2015,173.850444,0.6887,118.936682
DO310,3,Batch7,2/25/2015,M,agouti,158.135605,0.935265731,172.928497,108.64755,0.560975,120.544298,111.0986,0.5473,143.003905,7/1/2015,32.1,8/20/2015,138.875572,1.366933333,121.17131
DO311,3,Batch8,2/25/2015,M,agouti,133.278268,1.465465201,139.912867,107.3438,1.4441,125.909443,106.0922,1.6403,125.650436,7/3/2015,28.6,8/24/2015,163.368517,1.444,122.220908
DO312,3,Batch8,2/25/2015,M,white,133.837431,0.450766216,94.26022,106.5094,0.81175,150.626111,93.94125,1.55295,101.710789,7/3/2015,26.3,8/24/2015,152.517879,0.7885,81.354302
DO313,3,Batch9,2/25/2015,M,agouti,139.632393,1.042698957,88.605819,115.7921,1.2347,132.532622,98.9998,0.8688,79.066177,7/3/2015,24.5,8/24/2015,145.723062,0.9082,71.027612
DO314,3,Batch9,2/25/2015,M,agouti,158.440603,2.252264414,184.540891,149.6896,2.070225,123.504378,105.5707,2.6885,135.085691,7/3/2015,29,8/24/2015,141.403876,1.4635,89.717228
DO315,3,Batch7,2/25/2015,M,agouti,139.988224,2.061931271,98.927947,165.59535,2.201875,111.664058,158.08575,2.8914,114.365131,7/3/2015,31.1,8/26/2015,171.585505,3.8463,91.274696
DO316,3,Batch8,2/25/2015,M,agouti,151.120651,1.751131582,83.292959,138.47735,10.3703,129.905551,115.73995,9.2436,134.123665,7/3/2015,39.3,8/26/2015,278.722387,6.4719,98.384876
DO317,3,Batch7,2/25/2015,M,white,96.627675,1.769631564,135.283089,137.95585,2.158075,127.685491,91.12515,2.3261,108.518973,7/3/2015,31.6,8/26/2015,129.815816,1.355,97.267562
DO318,3,Batch9,2/25/2015,M,agouti,150.917319,2.306597693,266.207139,203.717,6.7984,342.99431,169.7152,14.2163,190.254182,7/3/2015,31.7,8/26/2015,147.355925,6.466,136.881422
DO319,3,Batch7,2/25/2015,M,agouti,144.461528,1.582998417,148.033953,123.04095,2.380675,222.815062,110.89,1.730125,120.322292,7/3/2015,33.5,8/27/2015,153.676685,3.0817,89.412506
DO320,3,Batch9,2/25/2015,M,WSB,144.105697,1.059965607,203.743085,141.0327,2.473125,139.821819,103.43255,2.04985,145.112962,7/3/2015,35.5,8/27/2015,202.030499,2.8947,109.795022
DO321,4,Batch11,9/22/2015,F,agouti,139.62341,5.498475,177.521184,150.746404,2.072933333,95.221205,104.132899,2.34924,167.391927,1/19/2016,45.8,2/11/2016,139.4926,3.28705,108.457764
DO322,4,Batch10,9/22/2015,F,white,124.75793,1.21115,166.72488,137.866564,0.873666667,94.499028,135.720529,0.97712,128.464308,1/19/2016,22.1,2/11/2016,164.0857,0.65725,118.605578
DO323,4,Batch10,9/22/2015,F,agouti,140.56725,1.2383,194.153328,129.548334,0.8443,130.984666,148.200232,1.41532,150.379857,1/19/2016,24.1,2/11/2016,109.3429,0.693175,143.562746
DO324,4,Batch12,9/22/2015,F,agouti,81.93119,0.3727,59.67369,95.416758,0.6136,85.581712,110.553991,0.13764,96.208089,1/19/2016,22.3,2/11/2016,124.8808,0.4979,82.030418
DO325,4,Batch11,9/22/2015,F,agouti,103.16759,0.2161,79.114332,117.902812,0.723133333,95.095609,134.477737,0.58296,87.001557,1/19/2016,20.1,2/15/2016,128.6881,0.052125,103.401786
DO326,4,Batch11,9/22/2015,F,agouti,93.90616,0.5192,53.764902,79.209626,0.5307,99.648464,131.111842,0.20232,93.672957,1/19/2016,15.6,2/15/2016,153.53845,0.393,52.124846
DO327,4,Batch10,9/22/2015,F,agouti,114.9066,0.506775,63.394038,99.81737,0.596566667,70.667187,134.995567,0.58084,61.783665,1/19/2016,23.5,2/15/2016,95.81155,0.18645,120.075756
DO328,4,Batch12,9/22/2015,F,white,132.19067,0.769875,126.275214,185.092644,0.5059,95.629392,123.551524,0.30388,101.278353,1/19/2016,21.6,2/15/2016,105.6385,0.067725,95.943322
DO329,4,Batch10,9/22/2015,F,white,127.53046,0.9123,86.226762,138.45689,0.558166667,102.191783,115.628725,0.52116,80.663727,1/19/2016,26.4,2/17/2016,127.8649,1.174225,74.751244
DO330,4,Batch11,9/22/2015,F,agouti,81.63624,0.307025,71.235948,108.242932,0.586066667,80.840463,101.025919,0.24844,85.667277,1/19/2016,18.8,2/17/2016,103.22035,0.23395,129.793274
DO331,4,Batch11,9/22/2015,F,agouti,90.7207,0.57155,125.764578,151.819724,0.980533333,139.085608,102.372277,0.50096,129.031377,1/21/2016,22,2/17/2016,128.73955,0.5972,214.812592
DO332,4,Batch12,9/22/2015,F,agouti,102.5187,0.487725,194.189802,111.462892,0.5999,105.143289,116.353687,0.26744,103.813485,1/21/2016,19.8,2/17/2016,104.04355,0.14775,93.755984
DO333,4,Batch11,9/22/2015,F,agouti,123.28318,1.051,171.64887,132.929292,1.296,155.884073,157.624738,3.11488,89.703474,1/21/2016,32.4,2/19/2016,123.0286,1.54015,115.665222
DO335,4,Batch11,9/22/2015,F,agouti,113.96276,0.708325,85.02312,118.546804,0.521166667,71.043975,136.911538,0.53756,81.864579,1/21/2016,27.7,2/19/2016,173.9641,0.663175,104.94368
DO336,4,Batch10,9/22/2015,F,agouti,84.70372,1.197825,167.199042,94.236106,0.611133333,103.85593,99.006382,0.23284,98.743221,1/21/2016,21.3,2/19/2016,152.8696,0.236575,110.32238
DO337,4,Batch11,9/22/2015,F,black,130.30299,0.683225,118.542726,97.026738,0.612666667,77.16678,135.409831,0.87608,121.959693,1/21/2016,23.5,2/19/2016,129.25405,0.3776,75.54012
DO338,4,Batch12,9/22/2015,F,white,89.71787,0.395425,179.381358,104.808308,0.703666667,125.898028,136.134793,0.96884,144.942666,1/21/2016,26.4,2/23/2016,114.84805,0.615175,113.872322
DO339,4,Batch10,9/22/2015,F,agouti,143.51675,1.562225,121.67949,136.685912,0.7204,110.481119,137.11867,0.37904,84.332997,1/21/2016,25.6,2/23/2016,130.1287,0.574825,103.222496
DO340,4,Batch11,9/22/2015,F,agouti,113.96276,1.8759,172.305402,117.366152,0.665933333,101.783596,119.667799,2.0862,94.740381,1/21/2016,32.9,2/23/2016,128.9968,1.1924,90.457048
DO342,4,Batch10,9/22/2015,F,agouti,100.45405,2.1202,158.372334,116.1855,0.783866667,186.089911,103.97755,1.21176,165.924219,1/25/2016,24.9,2/23/2016,133.37005,0.996225,93.038824
DO343,4,Batch11,9/22/2015,F,black,150.71353,1.4175,210.821946,166.09488,1.556466667,253.597761,133.908124,3.02692,209.888745,1/25/2016,34.9,2/25/2016,172.6264,1.34265,235.968812
DO344,4,Batch10,9/22/2015,F,agouti,114.37569,1.6983,263.089188,112.69721,0.849433333,156.700447,110.450425,0.87776,129.431661,1/25/2016,21.1,2/25/2016,111.0922,0.512775,105.48155
DO345,4,Batch11,9/22/2015,F,agouti,116.20438,0.613525,154.724934,136.632246,0.578366667,155.852674,126.088891,0.55396,125.128608,1/25/2016,27.5,2/25/2016,104.45515,0.459125,113.979896
DO346,4,Batch11,9/22/2015,F,agouti,106.17608,0.4018,124.59741,124.825726,0.7204,75.000249,130.697578,1.59112,93.105888,1/25/2016,22.7,2/29/2016,112.06975,0.685225,115.019778
DO347,4,Batch12,9/22/2015,F,agouti,131.83673,0.905325,120.58527,128.367682,0.6008,112.96164,129.506569,2.20612,113.920656,1/25/2016,27.9,2/29/2016,152.458,0.79185,135.889134
DO348,4,Batch12,9/22/2015,F,white,87.12231,0.1322,87.977514,88.654842,0.5167,87.277258,89.322961,0.21892,85.166922,1/25/2016,18.2,2/29/2016,86.34475,0.127925,101.035158
DO349,4,Batch12,9/22/2015,F,black,93.25727,0.140075,61.825656,78.404636,0.628433333,76.758593,87.665905,0.54232,61.083168,1/25/2016,21,2/29/2016,95.6572,off curve lo,65.32059
DO350,4,Batch10,9/22/2015,F,agouti,119.92075,1.146225,131.819262,116.1855,0.696933333,90.165966,112.418179,0.74248,128.130738,1/25/2016,22.3,3/2/2016,146.95285,0.339425,142.881444
DO352,4,Batch10,9/22/2015,F,agouti,72.90572,0.54155,101.326998,65.149134,0.470366667,96.853953,88.339084,0.422,100.177572,1/27/2016,19.9,3/2/2016,146.23255,0.246025,99.887702
DO353,4,Batch10,9/22/2015,F,agouti,120.98257,1.26195,125.217468,107.008614,0.844666667,97.136544,135.461614,2.26796,136.903629,1/27/2016,23.5,3/2/2016,129.87145,0.7695,102.756342
DO354,4,Batch11,9/22/2015,F,agouti,90.7207,1.485075,136.196142,85.005554,1.212266667,98.078514,108.223756,1.27844,89.803545,1/27/2016,34.1,3/2/2016,167.4814,1.40935,107.63303
DO355,4,Batch10,9/22/2015,F,agouti,156.31758,1.2342,211.77027,159.547628,1.3429,144.140847,145.093252,1.30352,108.516822,1/27/2016,25.4,3/4/2016,144.1231,0.57335,86.83539
DO356,4,Batch10,9/22/2015,F,agouti,108.53568,1.419475,173.800836,135.290596,1.5412,183.92338,150.996514,3.25648,237.341556,1/27/2016,38,3/4/2016,125.65255,3.95025,149.551032
DO357,4,Batch12,9/22/2015,F,agouti,89.65888,0.168925,115.880124,110.604236,0.573633333,88.125031,114.955546,0.24708,106.215189,1/27/2016,22,3/4/2016,92.2615,0.596825,105.230544
DO358,4,Batch10,9/22/2015,F,agouti,97.38657,0.3633,100.852836,113.126538,0.424266667,68.971641,92.533507,0.23726,100.477785,1/27/2016,19.7,3/4/2016,100.9051,0.159725,95.44131
DO359,4,Batch11,9/22/2015,F,agouti,112.95993,0.9604,150.12921,101.051688,0.786466667,192.275514,126.710287,2.363,160.120101,1/27/2016,33,3/8/2016,140.8303,0.92585,125.060018
DO360,4,Batch10,9/22/2015,F,black,102.34173,1.490275,221.362932,122.679086,0.861066667,160.876514,109.207633,0.7296,182.235792,1/27/2016,24.5,3/8/2016,133.67875,0.710775,221.231174
DO361,4,Batch12,9/22/2015,F,black,122.45732,1.808,160.852566,115.970836,1.510533333,98.800691,124.638967,2.02928,133.701357,1/29/2016,25.7,3/8/2016,128.1736,1.835575,193.118502
DO362,4,Batch11,9/22/2015,F,agouti,117.8561,0.47895,74.44566,141.837848,0.5763,106.807436,132.768898,0.69116,70.790055,1/29/2016,20.5,3/8/2016,138.2578,0.47,82.424856
DO363,4,Batch10,9/22/2015,F,agouti,78.68674,0.865425,155.490888,98.046392,0.837966667,139.211204,130.645795,1.20564,133.701357,1/29/2016,29.4,3/10/2016,137.8462,0.912725,124.629722
DO364,4,Batch11,9/22/2015,F,agouti,109.53851,2.2063,158.846496,128.206684,1.000633333,84.200156,125.72641,1.27772,92.939103,1/29/2016,26.5,3/10/2016,176.38225,1.666425,95.764032
DO365,4,Batch11,9/22/2015,F,agouti,144.51958,0.202575,155.96505,124.396398,0.4701,96.696958,112.26283,0.30448,105.081051,1/29/2016,20.2,3/10/2016,130.28305,0.266275,97.807938
DO366,4,Batch12,9/22/2015,F,agouti,122.5753,2.074225,167.563782,99.656372,0.5372,72.551127,113.660971,0.83024,94.440168,1/29/2016,24.7,3/10/2016,159.09505,0.638125,84.612194
DO367,4,Batch10,9/22/2015,F,agouti,71.13602,0.20935,81.229824,73.467364,0.520333333,80.432276,99.31708,0.41264,89.536689,1/29/2016,15.9,3/14/2016,176.48515,0.489575,89.34545
DO368,4,Batch10,9/22/2015,F,black,91.25161,0.701775,111.2844,135.50526,0.598666667,107.592411,132.147502,2.13112,103.479915,1/29/2016,29.6,3/14/2016,146.0782,0.52795,58.471712
DO369,4,Batch12,9/22/2015,F,agouti,109.53851,0.7945,141.667242,72.125714,0.567166667,104.860698,92.222809,0.52008,112.553019,1/29/2016,23.2,3/14/2016,130.6432,0.476475,89.990894
DO370,4,Batch12,9/22/2015,F,agouti,102.45971,0.76815,105.8133,94.7191,0.7221,115.15957,115.732291,0.53124,78.195309,1/29/2016,24.8,3/14/2016,159.09505,0.51345,122.191378
DO371,4,Batch11,9/22/2015,M,agouti,148.17696,2.388775,166.834302,155.469012,0.952366667,114.500191,180.409258,3.59472,134.702067,1/20/2016,36.4,2/12/2016,283.9642,1.7194,129.362978
DO372,4,Batch10,9/22/2015,M,agouti,157.79233,1.6928,182.627544,590.378276,1.811066667,205.58869,561.687487,1.8434,167.425284,1/20/2016,42,2/12/2016,823.366,1.8873,228.402774
DO373,4,Batch12,9/22/2015,M,agouti,153.13212,1.6298,202.432926,159.332964,2.760466667,217.426113,163.476217,11.2012,88.035624,1/20/2016,48.5,2/12/2016,188.9875,6.1778,83.572312
DO374,4,Batch11,9/22/2015,M,white,130.244,3.7708,201.55755,167.43653,2.977866667,144.235044,150.219769,18.1042,149.879502,1/20/2016,43.2,2/12/2016,130.90045,64.676,114.840488
DO375,4,Batch10,9/22/2015,M,agouti,127.35349,1.2017,168.512106,145.057808,5.049066667,144.549034,151.410778,23.5876,138.404694,1/20/2016,50.2,2/16/2016,230.5591,6.2417,128.25138
DO376,4,Batch11,9/22/2015,M,agouti,160.44688,2.5459,223.697268,155.791008,2.9943,216.107355,154.673107,5.7608,161.187525,1/20/2016,45.5,2/16/2016,243.16435,7.7912,103.652792
DO377,4,Batch10,9/22/2015,M,white,190.17784,1.785225,310.213596,178.867388,0.797666667,113.432625,208.941691,2.00048,184.03707,1/20/2016,32.6,2/16/2016,341.43385,1.525766667,152.09695
DO378,4,Batch11,9/22/2015,M,white,186.81541,2.3011,160.670196,119.834788,2.060633333,146.841161,121.169506,3.52924,157.451541,1/20/2016,39.6,2/16/2016,185.95195,2.513033333,146.395528
DO379,4,Batch11,9/22/2015,M,white,181.32934,1.8713,167.855574,195.128186,1.470533333,192.212716,136.859755,1.76708,100.377714,1/20/2016,29.4,2/18/2016,192.6919,2.197833333,145.714226
DO380,4,Batch12,9/22/2015,M,agouti,137.26381,1.77625,217.496688,100.35403,0.458666667,80.557872,118.217875,0.62348,65.486292,1/20/2016,24.9,2/18/2016,161.8219,0.506533333,66.683194
DO381,4,Batch12,9/22/2015,M,white,143.04483,1.6425,208.779402,149.404754,1.812166667,98.706494,141.002395,1.87888,172.228692,1/22/2016,26.3,2/18/2016,139.3897,0.9201,78.157754
DO382,4,Batch12,9/22/2015,M,agouti,173.24771,0.83535,191.308356,184.019324,0.799533333,137.201668,191.128339,2.47128,116.255646,1/22/2016,29.6,2/18/2016,166.81255,0.9142,162.818492
DO383,4,Batch11,9/22/2015,M,agouti,156.1996,4.5587,308.535792,154.449358,2.278033333,212.936056,174.40243,5.4598,222.330906,1/22/2016,38.3,2/22/2016,177.20545,21.5434,158.945828
DO384,4,Batch11,9/22/2015,M,agouti,127.76642,3.9235,210.67605,157.400988,5.159366667,193.782666,182.118097,33.09,237.575055,1/22/2016,45.8,2/22/2016,178.13155,15.4116,193.297792
DO385,4,Batch12,9/22/2015,M,agouti,123.7551,1.959725,97.387806,89.62083,0.683933333,63.916402,106.877398,0.555,79.229376,1/22/2016,29.8,2/22/2016,141.80785,1.236133333,132.410908
DO386,4,Batch10,9/22/2015,M,agouti,170.18023,0.71655,102.494166,236.880334,1.0587,109.915937,222.457054,12.3844,296.78373,1/22/2016,33.6,2/22/2016,161.97625,10.9082,138.757774
DO387,4,Batch10,9/22/2015,M,agouti,130.71592,1.327275,172.706616,130.567988,0.4158,92.615088,134.218822,2.66912,169.326633,1/22/2016,35.6,2/24/2016,192.7948,1.9708,108.242616
DO388,4,Batch10,9/22/2015,M,agouti,128.17935,1.8815,183.211128,134.9686,0.569533333,167.28191,138.827509,0.75596,188.940549,1/22/2016,22.2,2/24/2016,132.13525,0.521633333,65.607454
DO389,4,Batch10,9/22/2015,M,agouti,156.1996,2.5305,108.111162,179.833376,1.6118,117.577293,130.956493,3.83356,104.947623,1/22/2016,35,2/24/2016,142.0651,10.0483,107.704746
DO390,4,Batch12,9/22/2015,M,agouti,180.03156,1.545625,256.232076,132.768294,0.417333333,101.34401,125.105014,0.20888,98.709864,1/22/2016,23.8,2/24/2016,170.92855,0.399766667,128.394812
DO391,4,Batch10,9/22/2015,M,white,104.40638,1.038825,126.60348,103.949652,0.531266667,90.322961,91.963894,0.11618,87.63534,1/26/2016,29.1,2/26/2016,78.21565,0.022,74.536096
DO392,4,Batch12,9/22/2015,M,agouti,171.94993,2.43285,172.961934,146.828786,1.172533333,77.260977,128.108428,1.75512,86.367774,1/26/2016,35.6,2/26/2016,119.27275,1.757833333,87.91113
DO393,4,Batch10,9/22/2015,M,agouti,146.7612,1.457,129.411978,159.976956,2.502233333,137.986643,157.158691,3.79212,133.301073,1/26/2016,39.1,2/26/2016,162.3364,4.8627,129.6857
DO394,4,Batch10,9/22/2015,M,agouti,153.13212,1.639,183.429972,178.70639,1.6411,149.510076,153.482098,2.93004,162.588519,1/26/2016,39.3,2/26/2016,169.79665,1.6851,160.918018
DO395,4,Batch11,9/22/2015,M,black,111.01326,1.1979,131.381574,154.503024,1.181733333,92.646487,144.937903,3.81836,92.538819,1/26/2016,31.3,3/1/2016,142.32235,1.526933333,107.45374
DO396,4,Batch11,9/22/2015,M,agouti,152.42424,1.3069,164.244648,93.967776,0.912566667,99.020484,127.590598,1.67208,106.748901,1/26/2016,30.2,3/1/2016,95.9659,0.4712,97.736222
DO397,4,Batch12,9/22/2015,M,agouti,152.89616,1.294825,265.642368,139.959538,0.465833333,94.059442,125.312146,0.80492,60.516099,1/26/2016,31.2,3/1/2016,172.2148,1.995866667,201.007262
DO398,4,Batch12,9/22/2015,M,agouti,142.51392,1.6727,181.423902,145.379804,1.576333333,117.074909,150.685816,4.699,118.623993,1/26/2016,49.1,3/1/2016,144.89485,40.7455,121.581792
DO399,4,Batch12,9/22/2015,M,white,129.12319,3.0942,222.092412,136.900576,2.435933333,119.084445,137.740066,2.63368,109.150605,1/26/2016,34.9,3/3/2016,146.02675,1.327366667,112.975872
DO400,4,Batch12,9/22/2015,M,agouti,134.01936,1.7271,170.846442,119.244462,0.5355,106.242254,131.681455,0.79288,176.565102,1/26/2016,32.4,3/3/2016,156.31675,1.6797,92.644386
DO401,4,Batch12,9/22/2015,M,black,175.13539,2.046,213.192756,178.813722,0.727633333,143.983852,146.387827,0.81808,153.582129,1/28/2016,28,3/3/2016,157.9117,0.822866667,138.076472
DO402,4,Batch10,9/22/2015,M,agouti,126.05571,1.0109,130.761516,119.190796,0.722466667,138.960012,140.691697,1.94688,125.528892,1/28/2016,31.2,3/3/2016,139.8013,3.340533333,104.620958
DO403,4,Batch11,9/22/2015,M,black,132.95754,5.1968,302.736426,131.802306,0.892266667,131.330055,169.586611,1.64704,144.242169,1/28/2016,24.9,3/7/2016,116.70025,0.2938,98.560956
DO404,4,Batch11,9/22/2015,M,white,133.60643,2.0419,175.806906,115.38051,2.415766667,109.382154,127.849513,9.6334,106.715544,1/28/2016,46.6,3/7/2016,166.1437,9.2444,163.57151
DO405,4,Batch10,9/22/2015,M,agouti,164.87113,1.328775,219.940446,153.322372,0.746233333,141.503331,138.827509,1.5138,167.825568,1/28/2016,33.9,3/7/2016,150.24565,0.902566667,96.947346
DO406,4,Batch10,9/22/2015,M,white,125.46581,1.94675,134.299494,110.711568,0.462633333,130.388085,105.01321,0.53544,115.588506,1/28/2016,29.2,3/7/2016,166.09225,1.052366667,141.662272
DO407,4,Batch12,9/22/2015,M,agouti,161.44971,1.72,121.788912,117.741814,1.4816,110.575316,106.825615,1.35196,73.191759,1/28/2016,25,3/9/2016,144.79195,0.336766667,80.990536
DO408,4,Batch10,9/22/2015,M,agouti,101.69284,0.531025,80.317974,76.150664,0.409433333,134.438556,99.783127,0.36992,86.000847,1/28/2016,17.3,3/9/2016,81.09685,0.195166667,73.352782
DO409,4,Batch12,9/22/2015,M,agouti,116.55832,2.2777,176.171646,107.33061,1.217666667,125.144452,120.289195,4.20772,115.488435,1/28/2016,30,3/9/2016,95.09125,2.674133333,104.083088
DO410,4,Batch10,9/22/2015,M,black,150.00565,1.1775,166.250718,116.614828,0.922866667,78.485538,131.733238,1.82028,91.97175,1/28/2016,34.5,3/9/2016,118.9126,5.7393,137.502744
DO411,4,Batch12,9/22/2015,M,agouti,196.19482,1.5501,198.238416,162.230928,1.6374,138.175037,151.203646,2.69196,170.394057,2/1/2016,36.7,3/11/2016,172.8322,3.9941,130.94073
DO412,4,Batch12,9/22/2015,M,agouti,176.61014,1.349975,222.71247,160.781946,1.115433333,247.726148,167.722423,3.57812,147.411084,2/1/2016,39.3,3/11/2016,259.11385,2.998866667,155.718608
DO413,4,Batch11,9/22/2015,M,white,146.58423,1.44425,197.217144,139.905872,1.0572,127.938963,134.218822,3.19204,153.515415,2/1/2016,39.1,3/11/2016,144.68905,1.8955,148.260144
DO414,4,Batch12,9/22/2015,M,black,152.42424,1.94675,154.651986,99.227044,0.924166667,90.479956,136.911538,1.77112,99.243576,2/1/2016,36.2,3/11/2016,114.53935,1.9708,197.744184
DO415,4,Batch12,9/22/2015,M,white,140.92119,2.165875,203.709516,157.615652,0.683933333,155.632881,133.131379,0.71088,158.485608,2/1/2016,24.3,3/15/2016,136.1998,0.180733333,115.306642
DO416,4,Batch12,9/22/2015,M,agouti,106.70699,1.0298,280.487286,131.74864,1.186366667,202.480189,106.5667,2.48792,127.096671,2/1/2016,39.7,3/15/2016,141.29335,4.2447,115.593506
DO417,4,Batch10,9/22/2015,M,white,182.33217,2.321725,117.66735,137.812898,0.6708,88.125031,182.066314,2.54244,107.616183,2/1/2016,35.6,3/15/2016,140.36725,2.0068,105.373976
DO420,4,Batch10,9/22/2015,M,agouti,151.30343,1.24245,96.366534,117.580816,0.837566667,101.281212,128.108428,1.3572,101.812065,2/1/2016,37,3/15/2016,192.22885,5.8078,99.708412
